match_id,player,row,pts,won_1+,won_2+,won_3+,won_4+,won_5+,won_6+,won_7+,won_8+,won_9+,won_10+
20150615-W-Birmingham-R64-Magdalena_Rybarikova-Garbine_Muguruza,Garbine Muguruza,2,16,37.5%,28.6%,36.4%,30.0%,37.5%,16.7%,20.0%,0.0%,0.0%,0.0%
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,Camila Giorgi,1,35,74.3%,57.1%,57.1%,30.8%,36.4%,12.5%,25.0%,0.0%,0.0%,0.0%
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,Camila Giorgi,2,29,72.4%,69.2%,81.8%,71.4%,90.9%,85.7%,85.7%,83.3%,100.0%,100.0%
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,Belinda Bencic,1,34,73.5%,50.0%,64.3%,50.0%,55.6%,50.0%,66.7%,50.0%,100.0%,100.0%
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,Belinda Bencic,2,15,60.0%,33.3%,33.3%,25.0%,50.0%,33.3%,100.0%,-,-,-
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,Agnieszka Radwanska,1,64,59.4%,54.4%,67.4%,57.1%,74.1%,65.0%,76.5%,71.4%,76.9%,66.7%
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,Agnieszka Radwanska,2,28,32.1%,29.6%,32.0%,32.0%,34.8%,28.6%,40.0%,25.0%,60.0%,0.0%
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,Monica Niculescu,1,59,57.6%,50.0%,56.8%,40.6%,52.0%,40.0%,53.3%,50.0%,63.6%,55.6%
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,Monica Niculescu,2,24,66.7%,55.6%,66.7%,61.5%,72.7%,72.7%,72.7%,57.1%,80.0%,75.0%
20150611-W-s_Hertogenbosch-R16-Jelena_Jankovic-Andrea_Hlavackova,Jelena Jankovic,1,26,88.5%,72.7%,88.9%,80.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-
20150611-W-s_Hertogenbosch-R16-Jelena_Jankovic-Andrea_Hlavackova,Jelena Jankovic,2,23,65.2%,52.9%,69.2%,42.9%,50.0%,50.0%,75.0%,0.0%,-,-
20150611-W-s_Hertogenbosch-R16-Jelena_Jankovic-Andrea_Hlavackova,Andrea Hlavackova,1,29,69.0%,59.1%,72.2%,37.5%,75.0%,50.0%,100.0%,100.0%,100.0%,100.0%
20150611-W-s_Hertogenbosch-R16-Jelena_Jankovic-Andrea_Hlavackova,Andrea Hlavackova,2,18,38.9%,35.3%,54.5%,28.6%,40.0%,25.0%,50.0%,50.0%,100.0%,100.0%
20150611-W-s_Hertogenbosch-R16-Anastasia_Pavlyuchenkova-Kiki_Bertens,Anastasia Pavlyuchenkova,1,34,52.9%,38.5%,47.6%,31.3%,41.7%,30.0%,60.0%,33.3%,50.0%,0.0%
20150611-W-s_Hertogenbosch-R16-Anastasia_Pavlyuchenkova-Kiki_Bertens,Anastasia Pavlyuchenkova,2,15,60.0%,45.5%,50.0%,28.6%,40.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20150611-W-s_Hertogenbosch-R16-Anastasia_Pavlyuchenkova-Kiki_Bertens,Kiki Bertens,1,33,78.8%,53.3%,61.5%,50.0%,71.4%,60.0%,60.0%,50.0%,66.7%,50.0%
20150611-W-s_Hertogenbosch-R16-Anastasia_Pavlyuchenkova-Kiki_Bertens,Kiki Bertens,2,28,60.7%,42.1%,53.3%,22.2%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%
20150608-W-s_Hertogenbosch-R32-Michaella_Krajicek-Oceane_Dodin,Michaella Krajicek,1,42,73.8%,35.3%,46.2%,30.0%,42.9%,20.0%,25.0%,25.0%,33.3%,0.0%
20150608-W-s_Hertogenbosch-R32-Michaella_Krajicek-Oceane_Dodin,Michaella Krajicek,2,20,65.0%,41.7%,50.0%,44.4%,44.4%,28.6%,33.3%,33.3%,40.0%,0.0%
20150608-W-s_Hertogenbosch-R32-Michaella_Krajicek-Oceane_Dodin,Oceane Dodin,1,34,67.6%,42.1%,53.3%,46.2%,66.7%,40.0%,50.0%,33.3%,50.0%,50.0%
20150608-W-s_Hertogenbosch-R32-Michaella_Krajicek-Oceane_Dodin,Oceane Dodin,2,16,81.3%,72.7%,88.9%,75.0%,75.0%,0.0%,0.0%,0.0%,0.0%,0.0%
20150606-W-Roland_Garros-F-Serena_Williams-Lucie_Safarova,Serena Williams,1,47,76.6%,42.1%,50.0%,27.3%,37.5%,28.6%,40.0%,40.0%,66.7%,66.7%
20150606-W-Roland_Garros-F-Serena_Williams-Lucie_Safarova,Serena Williams,2,27,59.3%,45.0%,60.0%,40.0%,66.7%,60.0%,75.0%,66.7%,66.7%,50.0%
20150606-W-Roland_Garros-F-Serena_Williams-Lucie_Safarova,Lucie Safarova,1,67,56.7%,39.6%,52.8%,37.0%,55.6%,33.3%,33.3%,20.0%,28.6%,0.0%
20150606-W-Roland_Garros-F-Serena_Williams-Lucie_Safarova,Lucie Safarova,2,25,44.0%,17.6%,37.5%,16.7%,33.3%,33.3%,50.0%,0.0%,-,-
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,Serena Williams,1,50,78.0%,56.0%,73.7%,37.5%,50.0%,40.0%,100.0%,100.0%,100.0%,-
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,Serena Williams,2,38,47.4%,35.5%,50.0%,42.1%,57.1%,45.5%,62.5%,50.0%,60.0%,33.3%
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,Timea Bacsinszky,1,53,60.4%,47.5%,63.3%,47.6%,66.7%,58.3%,70.0%,57.1%,57.1%,40.0%
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,Timea Bacsinszky,2,20,45.0%,26.7%,44.4%,28.6%,33.3%,20.0%,25.0%,0.0%,0.0%,0.0%
20150604-W-Roland_Garros-SF-Ana_Ivanovic-Lucie_Safarova,Ana Ivanovic,1,44,63.6%,36.0%,40.9%,35.0%,50.0%,30.0%,37.5%,28.6%,66.7%,66.7%
20150604-W-Roland_Garros-SF-Ana_Ivanovic-Lucie_Safarova,Ana Ivanovic,2,22,50.0%,38.9%,50.0%,36.4%,57.1%,40.0%,50.0%,33.3%,50.0%,50.0%
20150604-W-Roland_Garros-SF-Ana_Ivanovic-Lucie_Safarova,Lucie Safarova,1,63,68.3%,56.5%,65.0%,50.0%,63.6%,50.0%,57.1%,40.0%,50.0%,50.0%
20150604-W-Roland_Garros-SF-Ana_Ivanovic-Lucie_Safarova,Lucie Safarova,2,27,63.0%,44.4%,57.1%,50.0%,75.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20150602-W-Roland_Garros-QF-Serena_Williams-Sara_Errani,Serena Williams,1,29,72.4%,60.0%,75.0%,66.7%,80.0%,66.7%,100.0%,100.0%,100.0%,100.0%
20150602-W-Roland_Garros-QF-Serena_Williams-Sara_Errani,Serena Williams,2,18,61.1%,56.3%,60.0%,50.0%,66.7%,57.1%,57.1%,40.0%,50.0%,33.3%
20150602-W-Roland_Garros-QF-Serena_Williams-Sara_Errani,Sara Errani,1,48,45.8%,33.3%,59.1%,50.0%,64.3%,44.4%,57.1%,50.0%,100.0%,100.0%
20150602-W-Roland_Garros-QF-Serena_Williams-Sara_Errani,Sara Errani,2,6,33.3%,20.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-
20150602-W-Roland_Garros-QF-Ana_Ivanovic-Elina_Svitolina,Ana Ivanovic,1,35,77.1%,72.4%,72.4%,63.6%,73.7%,50.0%,71.4%,33.3%,50.0%,0.0%
20150602-W-Roland_Garros-QF-Ana_Ivanovic-Elina_Svitolina,Ana Ivanovic,2,24,58.3%,56.5%,72.2%,61.5%,72.7%,62.5%,83.3%,66.7%,66.7%,66.7%
20150602-W-Roland_Garros-QF-Ana_Ivanovic-Elina_Svitolina,Elina Svitolina,1,35,48.6%,33.3%,47.4%,41.2%,50.0%,30.0%,60.0%,0.0%,0.0%,0.0%
20150602-W-Roland_Garros-QF-Ana_Ivanovic-Elina_Svitolina,Elina Svitolina,2,18,50.0%,43.8%,53.8%,40.0%,50.0%,42.9%,50.0%,40.0%,66.7%,0.0%
20150601-W-Roland_Garros-R16-Serena_Williams-Sloane_Stephens,Serena Williams,1,61,67.2%,45.9%,53.1%,34.8%,44.4%,33.3%,41.7%,30.0%,60.0%,50.0%
20150601-W-Roland_Garros-R16-Serena_Williams-Sloane_Stephens,Serena Williams,2,32,46.9%,37.0%,47.6%,31.3%,55.6%,55.6%,83.3%,66.7%,100.0%,-
20150601-W-Roland_Garros-R16-Serena_Williams-Sloane_Stephens,Sloane Stephens,1,50,62.0%,45.7%,55.2%,35.0%,36.8%,20.0%,33.3%,33.3%,37.5%,0.0%
20150601-W-Roland_Garros-R16-Serena_Williams-Sloane_Stephens,Sloane Stephens,2,39,59.0%,44.8%,61.9%,50.0%,61.5%,44.4%,50.0%,42.9%,60.0%,0.0%
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,Petra Kvitova,1,59,52.5%,40.4%,59.4%,40.9%,56.3%,30.0%,50.0%,40.0%,100.0%,-
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,Petra Kvitova,2,27,44.4%,37.5%,52.9%,33.3%,66.7%,33.3%,33.3%,33.3%,50.0%,0.0%
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,Timea Bacsinszky,1,38,68.4%,52.0%,65.0%,50.0%,87.5%,66.7%,100.0%,100.0%,100.0%,100.0%
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,Timea Bacsinszky,2,20,65.0%,41.7%,55.6%,50.0%,57.1%,40.0%,50.0%,33.3%,50.0%,50.0%
20150531-W-Roland_Garros-R16-Garbine_Muguruza-Flavia_Pennetta,Garbine Muguruza,1,37,62.2%,58.8%,74.1%,66.7%,73.7%,64.3%,81.8%,75.0%,100.0%,100.0%
20150531-W-Roland_Garros-R16-Garbine_Muguruza-Flavia_Pennetta,Garbine Muguruza,2,31,61.3%,47.8%,61.1%,56.3%,64.3%,61.5%,66.7%,60.0%,66.7%,57.1%
20150531-W-Roland_Garros-R16-Garbine_Muguruza-Flavia_Pennetta,Flavia Pennetta,1,38,63.2%,56.3%,62.1%,45.0%,56.3%,41.7%,50.0%,37.5%,42.9%,20.0%
20150531-W-Roland_Garros-R16-Garbine_Muguruza-Flavia_Pennetta,Flavia Pennetta,2,15,40.0%,18.2%,25.0%,25.0%,33.3%,20.0%,25.0%,25.0%,50.0%,0.0%
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,Alize Cornet,1,49,40.8%,32.6%,37.8%,34.3%,37.5%,31.0%,39.1%,39.1%,50.0%,35.7%
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,Alize Cornet,2,19,57.9%,52.9%,60.0%,53.8%,53.8%,45.5%,55.6%,55.6%,62.5%,57.1%
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,Elina Svitolina,1,53,50.9%,46.9%,50.0%,48.9%,57.9%,51.5%,63.0%,56.5%,68.4%,50.0%
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,Elina Svitolina,2,21,52.4%,47.4%,56.3%,53.3%,66.7%,55.6%,55.6%,42.9%,50.0%,40.0%
20150530-W-Roland_Garros-R32-Victoria_Azarenka-Serena_Williams,Victoria Azarenka,1,62,58.1%,40.9%,56.3%,36.4%,50.0%,27.3%,42.9%,20.0%,100.0%,-
20150530-W-Roland_Garros-R32-Victoria_Azarenka-Serena_Williams,Victoria Azarenka,2,28,42.9%,20.0%,28.6%,16.7%,25.0%,14.3%,25.0%,0.0%,0.0%,0.0%
20150530-W-Roland_Garros-R32-Victoria_Azarenka-Serena_Williams,Serena Williams,1,44,63.6%,36.0%,47.4%,33.3%,45.5%,25.0%,50.0%,33.3%,50.0%,50.0%
20150530-W-Roland_Garros-R32-Victoria_Azarenka-Serena_Williams,Serena Williams,2,25,64.0%,52.6%,83.3%,75.0%,100.0%,100.0%,100.0%,-,-,-
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,Madison Keys,1,30,56.7%,35.0%,43.8%,25.0%,50.0%,25.0%,33.3%,0.0%,-,-
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,Madison Keys,2,20,50.0%,28.6%,50.0%,33.3%,66.7%,66.7%,100.0%,100.0%,100.0%,-
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,Timea Bacsinszky,1,37,64.9%,61.8%,77.8%,66.7%,92.3%,87.5%,100.0%,100.0%,100.0%,100.0%
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,Timea Bacsinszky,2,23,69.6%,61.1%,68.8%,44.4%,57.1%,50.0%,100.0%,100.0%,100.0%,-
20150529-W-Roland_Garros-R32-Garbine_Muguruza-Angelique_Kerber,Garbine Muguruza,1,44,63.6%,60.0%,66.7%,50.0%,54.5%,41.2%,58.3%,50.0%,71.4%,0.0%
20150529-W-Roland_Garros-R32-Garbine_Muguruza-Angelique_Kerber,Garbine Muguruza,2,29,65.5%,60.0%,71.4%,64.7%,73.3%,55.6%,83.3%,75.0%,75.0%,75.0%
20150529-W-Roland_Garros-R32-Garbine_Muguruza-Angelique_Kerber,Angelique Kerber,1,55,52.7%,45.8%,51.2%,40.0%,48.3%,31.8%,43.8%,35.7%,45.5%,25.0%
20150529-W-Roland_Garros-R32-Garbine_Muguruza-Angelique_Kerber,Angelique Kerber,2,13,53.8%,40.0%,50.0%,33.3%,40.0%,25.0%,50.0%,0.0%,0.0%,0.0%
20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic,Ana Ivanovic,1,30,66.7%,50.0%,55.6%,46.7%,58.3%,54.5%,100.0%,100.0%,100.0%,100.0%
20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic,Ana Ivanovic,2,15,66.7%,50.0%,71.4%,60.0%,100.0%,100.0%,100.0%,-,-,-
20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic,Donna Vekic,1,26,53.8%,33.3%,42.9%,42.9%,60.0%,20.0%,33.3%,33.3%,50.0%,50.0%
20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic,Donna Vekic,2,9,44.4%,28.6%,100.0%,100.0%,100.0%,-,-,-,-,-
20150528-W-Roland_Garros-R64-Svetlana_Kuznetsova-Francesca_Schiavone,Svetlana Kuznetsova,1,111,57.7%,48.9%,52.3%,37.9%,54.3%,40.0%,45.2%,37.0%,47.6%,38.9%
20150528-W-Roland_Garros-R64-Svetlana_Kuznetsova-Francesca_Schiavone,Svetlana Kuznetsova,2,41,41.5%,35.1%,44.8%,38.5%,50.0%,28.6%,50.0%,33.3%,50.0%,33.3%
20150528-W-Roland_Garros-R64-Svetlana_Kuznetsova-Francesca_Schiavone,Francesca Schiavone,1,83,63.9%,57.1%,64.5%,53.2%,67.6%,58.6%,70.8%,50.0%,53.8%,25.0%
20150528-W-Roland_Garros-R64-Svetlana_Kuznetsova-Francesca_Schiavone,Francesca Schiavone,2,58,44.8%,37.3%,44.2%,36.8%,42.4%,24.0%,30.0%,22.2%,30.8%,18.2%
20150528-W-Roland_Garros-R64-Caroline_Wozniacki-Julia_Goerges,Caroline Wozniacki,1,46,56.5%,48.7%,59.4%,45.8%,52.4%,41.2%,70.0%,40.0%,100.0%,100.0%
20150528-W-Roland_Garros-R64-Caroline_Wozniacki-Julia_Goerges,Caroline Wozniacki,2,18,55.6%,46.7%,53.8%,40.0%,57.1%,50.0%,50.0%,50.0%,75.0%,66.7%
20150528-W-Roland_Garros-R64-Caroline_Wozniacki-Julia_Goerges,Julia Goerges,1,53,60.4%,54.3%,56.8%,38.7%,54.5%,28.6%,36.4%,22.2%,33.3%,33.3%
20150528-W-Roland_Garros-R64-Caroline_Wozniacki-Julia_Goerges,Julia Goerges,2,25,56.0%,50.0%,61.1%,53.3%,57.1%,45.5%,55.6%,50.0%,66.7%,50.0%
20150527-W-Roland_Garros-R64-Vitalia_Diatchenko-Maria_Sharapova,Vitalia Diatchenko,1,36,58.3%,44.4%,63.2%,50.0%,87.5%,83.3%,100.0%,100.0%,100.0%,-
20150527-W-Roland_Garros-R64-Vitalia_Diatchenko-Maria_Sharapova,Vitalia Diatchenko,2,22,36.4%,30.0%,46.2%,30.0%,37.5%,16.7%,25.0%,0.0%,0.0%,0.0%
20150527-W-Roland_Garros-R64-Vitalia_Diatchenko-Maria_Sharapova,Maria Sharapova,1,29,69.0%,59.1%,76.5%,55.6%,83.3%,80.0%,100.0%,100.0%,100.0%,100.0%
20150527-W-Roland_Garros-R64-Vitalia_Diatchenko-Maria_Sharapova,Maria Sharapova,2,14,85.7%,75.0%,85.7%,66.7%,100.0%,100.0%,100.0%,-,-,-
20150527-W-Roland_Garros-R64-Elina_Svitolina-Yulia_Putintseva,Elina Svitolina,1,81,56.8%,50.0%,56.5%,44.9%,53.7%,42.4%,50.0%,41.7%,55.6%,50.0%
20150527-W-Roland_Garros-R64-Elina_Svitolina-Yulia_Putintseva,Elina Svitolina,2,34,38.2%,34.4%,44.0%,36.4%,50.0%,38.5%,38.5%,33.3%,36.4%,12.5%
20150527-W-Roland_Garros-R64-Elina_Svitolina-Yulia_Putintseva,Yulia Putintseva,1,60,61.7%,56.6%,66.7%,62.5%,69.4%,59.3%,72.7%,70.0%,73.7%,66.7%
20150527-W-Roland_Garros-R64-Elina_Svitolina-Yulia_Putintseva,Yulia Putintseva,2,38,47.4%,37.5%,46.2%,44.0%,55.0%,47.1%,53.3%,46.2%,60.0%,42.9%
20150527-W-Roland_Garros-R64-Camila_Giorgi-Garbine_Muguruza,Camila Giorgi,1,46,52.2%,37.1%,61.9%,52.9%,64.3%,44.4%,66.7%,33.3%,50.0%,50.0%
20150527-W-Roland_Garros-R64-Camila_Giorgi-Garbine_Muguruza,Camila Giorgi,2,21,33.3%,30.0%,46.2%,22.2%,50.0%,0.0%,-,-,-,-
20150527-W-Roland_Garros-R64-Camila_Giorgi-Garbine_Muguruza,Garbine Muguruza,1,24,75.0%,40.0%,50.0%,33.3%,66.7%,66.7%,66.7%,0.0%,-,-
20150527-W-Roland_Garros-R64-Camila_Giorgi-Garbine_Muguruza,Garbine Muguruza,2,18,55.6%,42.9%,60.0%,33.3%,33.3%,20.0%,25.0%,25.0%,50.0%,0.0%
20150526-W-Roland_Garros-R128-Serena_Williams-Andrea_Hlavackova,Serena Williams,1,34,79.4%,56.3%,69.2%,50.0%,57.1%,25.0%,50.0%,0.0%,-,-
20150526-W-Roland_Garros-R128-Serena_Williams-Andrea_Hlavackova,Serena Williams,2,15,66.7%,61.5%,66.7%,50.0%,57.1%,40.0%,100.0%,-,-,-
20150526-W-Roland_Garros-R128-Serena_Williams-Andrea_Hlavackova,Andrea Hlavackova,1,29,51.7%,30.0%,37.5%,16.7%,28.6%,16.7%,50.0%,50.0%,100.0%,-
20150526-W-Roland_Garros-R128-Serena_Williams-Andrea_Hlavackova,Andrea Hlavackova,2,13,30.8%,18.2%,28.6%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-
20150525-W-Roland_Garros-R128-Petra_Martic-Garbine_Muguruza,Petra Martic,1,34,64.7%,55.6%,78.9%,69.2%,69.2%,60.0%,75.0%,66.7%,80.0%,66.7%
20150525-W-Roland_Garros-R128-Petra_Martic-Garbine_Muguruza,Petra Martic,2,17,58.8%,50.0%,87.5%,85.7%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
20150525-W-Roland_Garros-R128-Petra_Martic-Garbine_Muguruza,Garbine Muguruza,1,32,90.6%,85.0%,94.4%,90.0%,90.0%,80.0%,100.0%,100.0%,100.0%,100.0%
20150525-W-Roland_Garros-R128-Petra_Martic-Garbine_Muguruza,Garbine Muguruza,2,13,84.6%,77.8%,87.5%,83.3%,83.3%,80.0%,80.0%,66.7%,66.7%,0.0%
20150517-W-Rome-F-Maria_Sharapova-Carla_Suarez_Navarro,Maria Sharapova,1,71,67.6%,57.4%,64.6%,52.8%,67.9%,50.0%,60.0%,45.5%,50.0%,37.5%
20150517-W-Rome-F-Maria_Sharapova-Carla_Suarez_Navarro,Maria Sharapova,2,30,53.3%,46.2%,57.1%,40.0%,50.0%,45.5%,45.5%,33.3%,37.5%,37.5%
20150517-W-Rome-F-Maria_Sharapova-Carla_Suarez_Navarro,Carla Suarez Navarro,1,61,52.5%,40.8%,51.3%,29.6%,47.1%,40.0%,75.0%,33.3%,50.0%,0.0%
20150517-W-Rome-F-Maria_Sharapova-Carla_Suarez_Navarro,Carla Suarez Navarro,2,29,58.6%,47.8%,61.1%,56.3%,81.8%,71.4%,83.3%,75.0%,100.0%,100.0%
20150516-W-Rome-SF-Maria_Sharapova-Daria_Saville,Maria Sharapova,1,41,73.2%,59.3%,61.5%,54.5%,63.2%,53.3%,66.7%,55.6%,71.4%,71.4%
20150516-W-Rome-SF-Maria_Sharapova-Daria_Saville,Maria Sharapova,2,14,92.9%,90.0%,90.0%,85.7%,85.7%,75.0%,100.0%,100.0%,100.0%,100.0%
20150516-W-Rome-SF-Maria_Sharapova-Daria_Saville,Daria Saville,1,49,55.1%,43.6%,54.8%,48.1%,56.5%,37.5%,60.0%,42.9%,60.0%,60.0%
20150516-W-Rome-SF-Maria_Sharapova-Daria_Saville,Daria Saville,2,21,71.4%,62.5%,71.4%,63.6%,70.0%,50.0%,75.0%,75.0%,100.0%,100.0%
20150515-W-Rome-QF-Maria_Sharapova-Victoria_Azarenka,Maria Sharapova,1,26,61.5%,47.4%,56.3%,41.7%,55.6%,42.9%,75.0%,75.0%,75.0%,0.0%
20150515-W-Rome-QF-Maria_Sharapova-Victoria_Azarenka,Maria Sharapova,2,28,78.6%,70.0%,77.8%,60.0%,85.7%,75.0%,100.0%,100.0%,100.0%,100.0%
20150515-W-Rome-QF-Maria_Sharapova-Victoria_Azarenka,Victoria Azarenka,1,29,48.3%,31.8%,50.0%,22.2%,50.0%,0.0%,0.0%,0.0%,-,-
20150515-W-Rome-QF-Maria_Sharapova-Victoria_Azarenka,Victoria Azarenka,2,15,53.3%,46.2%,50.0%,25.0%,40.0%,25.0%,50.0%,0.0%,0.0%,0.0%
20150513-W-Rome_Masters-R32-Ana_Ivanovic-Daria_Saville,Ana Ivanovic,1,92,60.9%,49.3%,60.3%,51.1%,61.5%,46.4%,59.1%,40.0%,66.7%,40.0%
20150513-W-Rome_Masters-R32-Ana_Ivanovic-Daria_Saville,Ana Ivanovic,2,46,54.3%,43.2%,53.3%,46.2%,60.0%,46.7%,70.0%,57.1%,80.0%,50.0%
20150513-W-Rome_Masters-R32-Ana_Ivanovic-Daria_Saville,Daria Saville,1,77,66.2%,55.2%,69.6%,57.6%,76.0%,60.0%,69.2%,50.0%,57.1%,40.0%
20150513-W-Rome_Masters-R32-Ana_Ivanovic-Daria_Saville,Daria Saville,2,34,38.2%,36.4%,48.0%,27.8%,45.5%,14.3%,25.0%,0.0%,0.0%,0.0%
20150512-W-Rome-R64-Flavia_Pennetta-Elina_Svitolina,Flavia Pennetta,1,37,56.8%,54.3%,59.4%,45.8%,64.7%,53.8%,63.6%,42.9%,75.0%,75.0%
20150512-W-Rome-R64-Flavia_Pennetta-Elina_Svitolina,Flavia Pennetta,2,23,39.1%,22.2%,26.7%,26.7%,33.3%,20.0%,25.0%,0.0%,0.0%,0.0%
20150512-W-Rome-R64-Flavia_Pennetta-Elina_Svitolina,Elina Svitolina,1,30,73.3%,57.9%,68.8%,64.3%,75.0%,66.7%,85.7%,75.0%,75.0%,66.7%
20150512-W-Rome-R64-Flavia_Pennetta-Elina_Svitolina,Elina Svitolina,2,19,57.9%,55.6%,66.7%,54.5%,75.0%,66.7%,66.7%,66.7%,66.7%,60.0%
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,Louisa Chirico,1,44,54.5%,37.5%,50.0%,25.0%,40.0%,33.3%,42.9%,33.3%,40.0%,40.0%
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,Louisa Chirico,2,29,62.1%,52.2%,63.2%,41.7%,62.5%,50.0%,100.0%,100.0%,100.0%,-
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,Maria Sanchez,1,44,52.3%,43.2%,50.0%,30.4%,43.8%,30.8%,50.0%,42.9%,75.0%,50.0%
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,Maria Sanchez,2,28,50.0%,44.0%,55.0%,35.7%,50.0%,28.6%,50.0%,33.3%,50.0%,50.0%
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,Serena Williams,1,44,61.4%,45.2%,73.7%,44.4%,66.7%,33.3%,50.0%,50.0%,50.0%,50.0%
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,Serena Williams,2,30,30.0%,8.7%,18.2%,0.0%,0.0%,0.0%,-,-,-,-
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,Petra Kvitova,1,33,75.8%,50.0%,53.3%,30.0%,42.9%,20.0%,33.3%,33.3%,50.0%,0.0%
20150508-W-Madrid-SF-Serena_Williams-Petra_Kvitova,Petra Kvitova,2,11,54.5%,37.5%,60.0%,33.3%,33.3%,0.0%,0.0%,0.0%,-,-
20150506-W-Madrid-R16-Serena_Williams-Victoria_Azarenka,Serena Williams,1,60,78.3%,59.4%,82.6%,71.4%,100.0%,100.0%,100.0%,-,-,-
20150506-W-Madrid-R16-Serena_Williams-Victoria_Azarenka,Serena Williams,2,42,47.6%,35.3%,54.5%,37.5%,60.0%,50.0%,57.1%,40.0%,66.7%,0.0%
20150506-W-Madrid-R16-Serena_Williams-Victoria_Azarenka,Victoria Azarenka,1,70,71.4%,50.0%,69.0%,52.6%,62.5%,50.0%,75.0%,60.0%,60.0%,33.3%
20150506-W-Madrid-R16-Serena_Williams-Victoria_Azarenka,Victoria Azarenka,2,38,57.9%,46.7%,70.0%,50.0%,75.0%,50.0%,50.0%,50.0%,100.0%,-
20150505-W-Madrid-R32-Petra_Kvitova-Coco_Vandeweghe,Petra Kvitova,1,52,71.2%,51.6%,69.6%,56.3%,64.3%,58.3%,100.0%,100.0%,100.0%,-
20150505-W-Madrid-R32-Petra_Kvitova-Coco_Vandeweghe,Petra Kvitova,2,28,64.3%,50.0%,58.8%,36.4%,80.0%,75.0%,75.0%,50.0%,50.0%,0.0%
20150505-W-Madrid-R32-Petra_Kvitova-Coco_Vandeweghe,Coco Vandeweghe,1,34,85.3%,72.2%,76.5%,55.6%,71.4%,33.3%,100.0%,-,-,-
20150505-W-Madrid-R32-Petra_Kvitova-Coco_Vandeweghe,Coco Vandeweghe,2,38,55.3%,39.3%,47.8%,29.4%,41.7%,36.4%,57.1%,25.0%,100.0%,100.0%
20150503-W-Madrid-R64-Maria_Sharapova-Timea_Bacsinszky,Maria Sharapova,1,31,83.9%,73.7%,82.4%,75.0%,81.8%,71.4%,71.4%,50.0%,100.0%,100.0%
20150503-W-Madrid-R64-Maria_Sharapova-Timea_Bacsinszky,Maria Sharapova,2,22,45.5%,33.3%,42.9%,33.3%,40.0%,25.0%,28.6%,16.7%,20.0%,20.0%
20150503-W-Madrid-R64-Maria_Sharapova-Timea_Bacsinszky,Timea Bacsinszky,1,33,54.5%,42.3%,52.4%,23.1%,25.0%,25.0%,33.3%,33.3%,100.0%,100.0%
